column1	column2	column3	column4	column5	column6
data5655-1	data5655-2	data5655-3	data5655-4	data5655-5	data5655-6
data5656-1	data5656-2	data5656-3	data5656-4	data5656-5	data5656-6
data5657-1	data5657-2	data5657-3	data5657-4	data5657-5	data5657-6
data5658-1	data5658-2	data5658-3	data5658-4	data5658-5	data5658-6
data5659-1	data5659-2	data5659-3	data5659-4	data5659-5	data5659-6
data5660-1	data5660-2	data5660-3	data5660-4	data5660-5	data5660-6
data5661-1	data5661-2	data5661-3	data5661-4	data5661-5	data5661-6
data5662-1	data5662-2	data5662-3	data5662-4	data5662-5	data5662-6
data5663-1	data5663-2	data5663-3	data5663-4	data5663-5	data5663-6
data5664-1	data5664-2	data5664-3	data5664-4	data5664-5	data5664-6
data5665-1	data5665-2	data5665-3	data5665-4	data5665-5	data5665-6
data5666-1	data5666-2	data5666-3	data5666-4	data5666-5	data5666-6
data5667-1	data5667-2	data5667-3	data5667-4	data5667-5	data5667-6
data5668-1	data5668-2	data5668-3	data5668-4	data5668-5	data5668-6
data5669-1	data5669-2	data5669-3	data5669-4	data5669-5	data5669-6
data5670-1	data5670-2	data5670-3	data5670-4	data5670-5	data5670-6
data5671-1	data5671-2	data5671-3	data5671-4	data5671-5	data5671-6
data5672-1	data5672-2	data5672-3	data5672-4	data5672-5	data5672-6
data5673-1	data5673-2	data5673-3	data5673-4	data5673-5	data5673-6
data5674-1	data5674-2	data5674-3	data5674-4	data5674-5	data5674-6
data5675-1	data5675-2	data5675-3	data5675-4	data5675-5	data5675-6
data5676-1	data5676-2	data5676-3	data5676-4	data5676-5	data5676-6
data5677-1	data5677-2	data5677-3	data5677-4	data5677-5	data5677-6
data5678-1	data5678-2	data5678-3	data5678-4	data5678-5	data5678-6
data5679-1	data5679-2	data5679-3	data5679-4	data5679-5	data5679-6
data5680-1	data5680-2	data5680-3	data5680-4	data5680-5	data5680-6
data5681-1	data5681-2	data5681-3	data5681-4	data5681-5	data5681-6
data5682-1	data5682-2	data5682-3	data5682-4	data5682-5	data5682-6
data5683-1	data5683-2	data5683-3	data5683-4	data5683-5	data5683-6
data5684-1	data5684-2	data5684-3	data5684-4	data5684-5	data5684-6
data5685-1	data5685-2	data5685-3	data5685-4	data5685-5	data5685-6
data5686-1	data5686-2	data5686-3	data5686-4	data5686-5	data5686-6
data5687-1	data5687-2	data5687-3	data5687-4	data5687-5	data5687-6
data5688-1	data5688-2	data5688-3	data5688-4	data5688-5	data5688-6
data5689-1	data5689-2	data5689-3	data5689-4	data5689-5	data5689-6
data5690-1	data5690-2	data5690-3	data5690-4	data5690-5	data5690-6
data5691-1	data5691-2	data5691-3	data5691-4	data5691-5	data5691-6
data5692-1	data5692-2	data5692-3	data5692-4	data5692-5	data5692-6
data5693-1	data5693-2	data5693-3	data5693-4	data5693-5	data5693-6
data5694-1	data5694-2	data5694-3	data5694-4	data5694-5	data5694-6
data5695-1	data5695-2	data5695-3	data5695-4	data5695-5	data5695-6
data5696-1	data5696-2	data5696-3	data5696-4	data5696-5	data5696-6
data5697-1	data5697-2	data5697-3	data5697-4	data5697-5	data5697-6
data5698-1	data5698-2	data5698-3	data5698-4	data5698-5	data5698-6
data5699-1	data5699-2	data5699-3	data5699-4	data5699-5	data5699-6
data5700-1	data5700-2	data5700-3	data5700-4	data5700-5	data5700-6
data5701-1	data5701-2	data5701-3	data5701-4	data5701-5	data5701-6
data5702-1	data5702-2	data5702-3	data5702-4	data5702-5	data5702-6
data5703-1	data5703-2	data5703-3	data5703-4	data5703-5	data5703-6
data5704-1	data5704-2	data5704-3	data5704-4	data5704-5	data5704-6
data5705-1	data5705-2	data5705-3	data5705-4	data5705-5	data5705-6
data5706-1	data5706-2	data5706-3	data5706-4	data5706-5	data5706-6
data5707-1	data5707-2	data5707-3	data5707-4	data5707-5	data5707-6
data5708-1	data5708-2	data5708-3	data5708-4	data5708-5	data5708-6
data5709-1	data5709-2	data5709-3	data5709-4	data5709-5	data5709-6
data5710-1	data5710-2	data5710-3	data5710-4	data5710-5	data5710-6
data5711-1	data5711-2	data5711-3	data5711-4	data5711-5	data5711-6
data5712-1	data5712-2	data5712-3	data5712-4	data5712-5	data5712-6
data5713-1	data5713-2	data5713-3	data5713-4	data5713-5	data5713-6
data5714-1	data5714-2	data5714-3	data5714-4	data5714-5	data5714-6
data5715-1	data5715-2	data5715-3	data5715-4	data5715-5	data5715-6
data5716-1	data5716-2	data5716-3	data5716-4	data5716-5	data5716-6
data5717-1	data5717-2	data5717-3	data5717-4	data5717-5	data5717-6
data5718-1	data5718-2	data5718-3	data5718-4	data5718-5	data5718-6
data5719-1	data5719-2	data5719-3	data5719-4	data5719-5	data5719-6
data5720-1	data5720-2	data5720-3	data5720-4	data5720-5	data5720-6
data5721-1	data5721-2	data5721-3	data5721-4	data5721-5	data5721-6
data5722-1	data5722-2	data5722-3	data5722-4	data5722-5	data5722-6
data5723-1	data5723-2	data5723-3	data5723-4	data5723-5	data5723-6
data5724-1	data5724-2	data5724-3	data5724-4	data5724-5	data5724-6
data5725-1	data5725-2	data5725-3	data5725-4	data5725-5	data5725-6
data5726-1	data5726-2	data5726-3	data5726-4	data5726-5	data5726-6
data5727-1	data5727-2	data5727-3	data5727-4	data5727-5	data5727-6
data5728-1	data5728-2	data5728-3	data5728-4	data5728-5	data5728-6
data5729-1	data5729-2	data5729-3	data5729-4	data5729-5	data5729-6
data5730-1	data5730-2	data5730-3	data5730-4	data5730-5	data5730-6
data5731-1	data5731-2	data5731-3	data5731-4	data5731-5	data5731-6
data5732-1	data5732-2	data5732-3	data5732-4	data5732-5	data5732-6
data5733-1	data5733-2	data5733-3	data5733-4	data5733-5	data5733-6
data5734-1	data5734-2	data5734-3	data5734-4	data5734-5	data5734-6
data5735-1	data5735-2	data5735-3	data5735-4	data5735-5	data5735-6
data5736-1	data5736-2	data5736-3	data5736-4	data5736-5	data5736-6
data5737-1	data5737-2	data5737-3	data5737-4	data5737-5	data5737-6
data5738-1	data5738-2	data5738-3	data5738-4	data5738-5	data5738-6
data5739-1	data5739-2	data5739-3	data5739-4	data5739-5	data5739-6
data5740-1	data5740-2	data5740-3	data5740-4	data5740-5	data5740-6
data5741-1	data5741-2	data5741-3	data5741-4	data5741-5	data5741-6
data5742-1	data5742-2	data5742-3	data5742-4	data5742-5	data5742-6
data5743-1	data5743-2	data5743-3	data5743-4	data5743-5	data5743-6
data5744-1	data5744-2	data5744-3	data5744-4	data5744-5	data5744-6
data5745-1	data5745-2	data5745-3	data5745-4	data5745-5	data5745-6
data5746-1	data5746-2	data5746-3	data5746-4	data5746-5	data5746-6
data5747-1	data5747-2	data5747-3	data5747-4	data5747-5	data5747-6
data5748-1	data5748-2	data5748-3	data5748-4	data5748-5	data5748-6
data5749-1	data5749-2	data5749-3	data5749-4	data5749-5	data5749-6
data5750-1	data5750-2	data5750-3	data5750-4	data5750-5	data5750-6
data5751-1	data5751-2	data5751-3	data5751-4	data5751-5	data5751-6
data5752-1	data5752-2	data5752-3	data5752-4	data5752-5	data5752-6
data5753-1	data5753-2	data5753-3	data5753-4	data5753-5	data5753-6
data5754-1	data5754-2	data5754-3	data5754-4	data5754-5	data5754-6
data5755-1	data5755-2	data5755-3	data5755-4	data5755-5	data5755-6
data5756-1	data5756-2	data5756-3	data5756-4	data5756-5	data5756-6
data5757-1	data5757-2	data5757-3	data5757-4	data5757-5	data5757-6
data5758-1	data5758-2	data5758-3	data5758-4	data5758-5	data5758-6
data5759-1	data5759-2	data5759-3	data5759-4	data5759-5	data5759-6
data5760-1	data5760-2	data5760-3	data5760-4	data5760-5	data5760-6
data5761-1	data5761-2	data5761-3	data5761-4	data5761-5	data5761-6
data5762-1	data5762-2	data5762-3	data5762-4	data5762-5	data5762-6
data5763-1	data5763-2	data5763-3	data5763-4	data5763-5	data5763-6
data5764-1	data5764-2	data5764-3	data5764-4	data5764-5	data5764-6
data5765-1	data5765-2	data5765-3	data5765-4	data5765-5	data5765-6
data5766-1	data5766-2	data5766-3	data5766-4	data5766-5	data5766-6
data5767-1	data5767-2	data5767-3	data5767-4	data5767-5	data5767-6
data5768-1	data5768-2	data5768-3	data5768-4	data5768-5	data5768-6
data5769-1	data5769-2	data5769-3	data5769-4	data5769-5	data5769-6
data5770-1	data5770-2	data5770-3	data5770-4	data5770-5	data5770-6
data5771-1	data5771-2	data5771-3	data5771-4	data5771-5	data5771-6
data5772-1	data5772-2	data5772-3	data5772-4	data5772-5	data5772-6
data5773-1	data5773-2	data5773-3	data5773-4	data5773-5	data5773-6
data5774-1	data5774-2	data5774-3	data5774-4	data5774-5	data5774-6
data5775-1	data5775-2	data5775-3	data5775-4	data5775-5	data5775-6
data5776-1	data5776-2	data5776-3	data5776-4	data5776-5	data5776-6
data5777-1	data5777-2	data5777-3	data5777-4	data5777-5	data5777-6
data5778-1	data5778-2	data5778-3	data5778-4	data5778-5	data5778-6
data5779-1	data5779-2	data5779-3	data5779-4	data5779-5	data5779-6
data5780-1	data5780-2	data5780-3	data5780-4	data5780-5	data5780-6
data5781-1	data5781-2	data5781-3	data5781-4	data5781-5	data5781-6
data5782-1	data5782-2	data5782-3	data5782-4	data5782-5	data5782-6
data5783-1	data5783-2	data5783-3	data5783-4	data5783-5	data5783-6
data5784-1	data5784-2	data5784-3	data5784-4	data5784-5	data5784-6
data5785-1	data5785-2	data5785-3	data5785-4	data5785-5	data5785-6
data5786-1	data5786-2	data5786-3	data5786-4	data5786-5	data5786-6
data5787-1	data5787-2	data5787-3	data5787-4	data5787-5	data5787-6
data5788-1	data5788-2	data5788-3	data5788-4	data5788-5	data5788-6
data5789-1	data5789-2	data5789-3	data5789-4	data5789-5	data5789-6
data5790-1	data5790-2	data5790-3	data5790-4	data5790-5	data5790-6
data5791-1	data5791-2	data5791-3	data5791-4	data5791-5	data5791-6
data5792-1	data5792-2	data5792-3	data5792-4	data5792-5	data5792-6
data5793-1	data5793-2	data5793-3	data5793-4	data5793-5	data5793-6
data5794-1	data5794-2	data5794-3	data5794-4	data5794-5	data5794-6
data5795-1	data5795-2	data5795-3	data5795-4	data5795-5	data5795-6
data5796-1	data5796-2	data5796-3	data5796-4	data5796-5	data5796-6
data5797-1	data5797-2	data5797-3	data5797-4	data5797-5	data5797-6
data5798-1	data5798-2	data5798-3	data5798-4	data5798-5	data5798-6
data5799-1	data5799-2	data5799-3	data5799-4	data5799-5	data5799-6
data5800-1	data5800-2	data5800-3	data5800-4	data5800-5	data5800-6
data5801-1	data5801-2	data5801-3	data5801-4	data5801-5	data5801-6
data5802-1	data5802-2	data5802-3	data5802-4	data5802-5	data5802-6
data5803-1	data5803-2	data5803-3	data5803-4	data5803-5	data5803-6
data5804-1	data5804-2	data5804-3	data5804-4	data5804-5	data5804-6
data5805-1	data5805-2	data5805-3	data5805-4	data5805-5	data5805-6
data5806-1	data5806-2	data5806-3	data5806-4	data5806-5	data5806-6
data5807-1	data5807-2	data5807-3	data5807-4	data5807-5	data5807-6
data5808-1	data5808-2	data5808-3	data5808-4	data5808-5	data5808-6
data5809-1	data5809-2	data5809-3	data5809-4	data5809-5	data5809-6
data5810-1	data5810-2	data5810-3	data5810-4	data5810-5	data5810-6
data5811-1	data5811-2	data5811-3	data5811-4	data5811-5	data5811-6
data5812-1	data5812-2	data5812-3	data5812-4	data5812-5	data5812-6
data5813-1	data5813-2	data5813-3	data5813-4	data5813-5	data5813-6
data5814-1	data5814-2	data5814-3	data5814-4	data5814-5	data5814-6
data5815-1	data5815-2	data5815-3	data5815-4	data5815-5	data5815-6
data5816-1	data5816-2	data5816-3	data5816-4	data5816-5	data5816-6
data5817-1	data5817-2	data5817-3	data5817-4	data5817-5	data5817-6
data5818-1	data5818-2	data5818-3	data5818-4	data5818-5	data5818-6
data5819-1	data5819-2	data5819-3	data5819-4	data5819-5	data5819-6
data5820-1	data5820-2	data5820-3	data5820-4	data5820-5	data5820-6
data5821-1	data5821-2	data5821-3	data5821-4	data5821-5	data5821-6
data5822-1	data5822-2	data5822-3	data5822-4	data5822-5	data5822-6
data5823-1	data5823-2	data5823-3	data5823-4	data5823-5	data5823-6
data5824-1	data5824-2	data5824-3	data5824-4	data5824-5	data5824-6
data5825-1	data5825-2	data5825-3	data5825-4	data5825-5	data5825-6
data5826-1	data5826-2	data5826-3	data5826-4	data5826-5	data5826-6
data5827-1	data5827-2	data5827-3	data5827-4	data5827-5	data5827-6
data5828-1	data5828-2	data5828-3	data5828-4	data5828-5	data5828-6
data5829-1	data5829-2	data5829-3	data5829-4	data5829-5	data5829-6
data5830-1	data5830-2	data5830-3	data5830-4	data5830-5	data5830-6
data5831-1	data5831-2	data5831-3	data5831-4	data5831-5	data5831-6
data5832-1	data5832-2	data5832-3	data5832-4	data5832-5	data5832-6
data5833-1	data5833-2	data5833-3	data5833-4	data5833-5	data5833-6
data5834-1	data5834-2	data5834-3	data5834-4	data5834-5	data5834-6
data5835-1	data5835-2	data5835-3	data5835-4	data5835-5	data5835-6
data5836-1	data5836-2	data5836-3	data5836-4	data5836-5	data5836-6
data5837-1	data5837-2	data5837-3	data5837-4	data5837-5	data5837-6
data5838-1	data5838-2	data5838-3	data5838-4	data5838-5	data5838-6
data5839-1	data5839-2	data5839-3	data5839-4	data5839-5	data5839-6
data5840-1	data5840-2	data5840-3	data5840-4	data5840-5	data5840-6
data5841-1	data5841-2	data5841-3	data5841-4	data5841-5	data5841-6
data5842-1	data5842-2	data5842-3	data5842-4	data5842-5	data5842-6
data5843-1	data5843-2	data5843-3	data5843-4	data5843-5	data5843-6
data5844-1	data5844-2	data5844-3	data5844-4	data5844-5	data5844-6
data5845-1	data5845-2	data5845-3	data5845-4	data5845-5	data5845-6
data5846-1	data5846-2	data5846-3	data5846-4	data5846-5	data5846-6
data5847-1	data5847-2	data5847-3	data5847-4	data5847-5	data5847-6
data5848-1	data5848-2	data5848-3	data5848-4	data5848-5	data5848-6
data5849-1	data5849-2	data5849-3	data5849-4	data5849-5	data5849-6
data5850-1	data5850-2	data5850-3	data5850-4	data5850-5	data5850-6
data5851-1	data5851-2	data5851-3	data5851-4	data5851-5	data5851-6
data5852-1	data5852-2	data5852-3	data5852-4	data5852-5	data5852-6
data5853-1	data5853-2	data5853-3	data5853-4	data5853-5	data5853-6
data5854-1	data5854-2	data5854-3	data5854-4	data5854-5	data5854-6
data5855-1	data5855-2	data5855-3	data5855-4	data5855-5	data5855-6
data5856-1	data5856-2	data5856-3	data5856-4	data5856-5	data5856-6
data5857-1	data5857-2	data5857-3	data5857-4	data5857-5	data5857-6
data5858-1	data5858-2	data5858-3	data5858-4	data5858-5	data5858-6
data5859-1	data5859-2	data5859-3	data5859-4	data5859-5	data5859-6
data5860-1	data5860-2	data5860-3	data5860-4	data5860-5	data5860-6
data5861-1	data5861-2	data5861-3	data5861-4	data5861-5	data5861-6
data5862-1	data5862-2	data5862-3	data5862-4	data5862-5	data5862-6
data5863-1	data5863-2	data5863-3	data5863-4	data5863-5	data5863-6
data5864-1	data5864-2	data5864-3	data5864-4	data5864-5	data5864-6
data5865-1	data5865-2	data5865-3	data5865-4	data5865-5	data5865-6
data5866-1	data5866-2	data5866-3	data5866-4	data5866-5	data5866-6
data5867-1	data5867-2	data5867-3	data5867-4	data5867-5	data5867-6
data5868-1	data5868-2	data5868-3	data5868-4	data5868-5	data5868-6
data5869-1	data5869-2	data5869-3	data5869-4	data5869-5	data5869-6
data5870-1	data5870-2	data5870-3	data5870-4	data5870-5	data5870-6
data5871-1	data5871-2	data5871-3	data5871-4	data5871-5	data5871-6
data5872-1	data5872-2	data5872-3	data5872-4	data5872-5	data5872-6
data5873-1	data5873-2	data5873-3	data5873-4	data5873-5	data5873-6
data5874-1	data5874-2	data5874-3	data5874-4	data5874-5	data5874-6
data5875-1	data5875-2	data5875-3	data5875-4	data5875-5	data5875-6
data5876-1	data5876-2	data5876-3	data5876-4	data5876-5	data5876-6
data5877-1	data5877-2	data5877-3	data5877-4	data5877-5	data5877-6
data5878-1	data5878-2	data5878-3	data5878-4	data5878-5	data5878-6
data5879-1	data5879-2	data5879-3	data5879-4	data5879-5	data5879-6
data5880-1	data5880-2	data5880-3	data5880-4	data5880-5	data5880-6
data5881-1	data5881-2	data5881-3	data5881-4	data5881-5	data5881-6
data5882-1	data5882-2	data5882-3	data5882-4	data5882-5	data5882-6
data5883-1	data5883-2	data5883-3	data5883-4	data5883-5	data5883-6
data5884-1	data5884-2	data5884-3	data5884-4	data5884-5	data5884-6
data5885-1	data5885-2	data5885-3	data5885-4	data5885-5	data5885-6
data5886-1	data5886-2	data5886-3	data5886-4	data5886-5	data5886-6
data5887-1	data5887-2	data5887-3	data5887-4	data5887-5	data5887-6
data5888-1	data5888-2	data5888-3	data5888-4	data5888-5	data5888-6
data5889-1	data5889-2	data5889-3	data5889-4	data5889-5	data5889-6
data5890-1	data5890-2	data5890-3	data5890-4	data5890-5	data5890-6
data5891-1	data5891-2	data5891-3	data5891-4	data5891-5	data5891-6
data5892-1	data5892-2	data5892-3	data5892-4	data5892-5	data5892-6
data5893-1	data5893-2	data5893-3	data5893-4	data5893-5	data5893-6
data5894-1	data5894-2	data5894-3	data5894-4	data5894-5	data5894-6
data5895-1	data5895-2	data5895-3	data5895-4	data5895-5	data5895-6
data5896-1	data5896-2	data5896-3	data5896-4	data5896-5	data5896-6
data5897-1	data5897-2	data5897-3	data5897-4	data5897-5	data5897-6
data5898-1	data5898-2	data5898-3	data5898-4	data5898-5	data5898-6
data5899-1	data5899-2	data5899-3	data5899-4	data5899-5	data5899-6
data5900-1	data5900-2	data5900-3	data5900-4	data5900-5	data5900-6
data5901-1	data5901-2	data5901-3	data5901-4	data5901-5	data5901-6
data5902-1	data5902-2	data5902-3	data5902-4	data5902-5	data5902-6
data5903-1	data5903-2	data5903-3	data5903-4	data5903-5	data5903-6
data5904-1	data5904-2	data5904-3	data5904-4	data5904-5	data5904-6
data5905-1	data5905-2	data5905-3	data5905-4	data5905-5	data5905-6
data5906-1	data5906-2	data5906-3	data5906-4	data5906-5	data5906-6
data5907-1	data5907-2	data5907-3	data5907-4	data5907-5	data5907-6
data5908-1	data5908-2	data5908-3	data5908-4	data5908-5	data5908-6
data5909-1	data5909-2	data5909-3	data5909-4	data5909-5	data5909-6
data5910-1	data5910-2	data5910-3	data5910-4	data5910-5	data5910-6
data5911-1	data5911-2	data5911-3	data5911-4	data5911-5	data5911-6
data5912-1	data5912-2	data5912-3	data5912-4	data5912-5	data5912-6
data5913-1	data5913-2	data5913-3	data5913-4	data5913-5	data5913-6
data5914-1	data5914-2	data5914-3	data5914-4	data5914-5	data5914-6
data5915-1	data5915-2	data5915-3	data5915-4	data5915-5	data5915-6
data5916-1	data5916-2	data5916-3	data5916-4	data5916-5	data5916-6
data5917-1	data5917-2	data5917-3	data5917-4	data5917-5	data5917-6
data5918-1	data5918-2	data5918-3	data5918-4	data5918-5	data5918-6
data5919-1	data5919-2	data5919-3	data5919-4	data5919-5	data5919-6
data5920-1	data5920-2	data5920-3	data5920-4	data5920-5	data5920-6
data5921-1	data5921-2	data5921-3	data5921-4	data5921-5	data5921-6
data5922-1	data5922-2	data5922-3	data5922-4	data5922-5	data5922-6
data5923-1	data5923-2	data5923-3	data5923-4	data5923-5	data5923-6
data5924-1	data5924-2	data5924-3	data5924-4	data5924-5	data5924-6
data5925-1	data5925-2	data5925-3	data5925-4	data5925-5	data5925-6
data5926-1	data5926-2	data5926-3	data5926-4	data5926-5	data5926-6
data5927-1	data5927-2	data5927-3	data5927-4	data5927-5	data5927-6
data5928-1	data5928-2	data5928-3	data5928-4	data5928-5	data5928-6
data5929-1	data5929-2	data5929-3	data5929-4	data5929-5	data5929-6
data5930-1	data5930-2	data5930-3	data5930-4	data5930-5	data5930-6
data5931-1	data5931-2	data5931-3	data5931-4	data5931-5	data5931-6
data5932-1	data5932-2	data5932-3	data5932-4	data5932-5	data5932-6
data5933-1	data5933-2	data5933-3	data5933-4	data5933-5	data5933-6
data5934-1	data5934-2	data5934-3	data5934-4	data5934-5	data5934-6
data5935-1	data5935-2	data5935-3	data5935-4	data5935-5	data5935-6
data5936-1	data5936-2	data5936-3	data5936-4	data5936-5	data5936-6
data5937-1	data5937-2	data5937-3	data5937-4	data5937-5	data5937-6
data5938-1	data5938-2	data5938-3	data5938-4	data5938-5	data5938-6
data5939-1	data5939-2	data5939-3	data5939-4	data5939-5	data5939-6
data5940-1	data5940-2	data5940-3	data5940-4	data5940-5	data5940-6
data5941-1	data5941-2	data5941-3	data5941-4	data5941-5	data5941-6
data5942-1	data5942-2	data5942-3	data5942-4	data5942-5	data5942-6
data5943-1	data5943-2	data5943-3	data5943-4	data5943-5	data5943-6
data5944-1	data5944-2	data5944-3	data5944-4	data5944-5	data5944-6
data5945-1	data5945-2	data5945-3	data5945-4	data5945-5	data5945-6
data5946-1	data5946-2	data5946-3	data5946-4	data5946-5	data5946-6
data5947-1	data5947-2	data5947-3	data5947-4	data5947-5	data5947-6
data5948-1	data5948-2	data5948-3	data5948-4	data5948-5	data5948-6
